product name	time	likes	dislikes	pos-comments	neg-comments	flip-buyers	am-buyers	hashtags	cost	category	sub category	brand	discount	stock	url	ratings	viewers	ads	score	R	N	W
"Flipkart Perfect Homes Opus Engineered Wood Queen Box Bed (Finish Color - Espresso, Delivery Condition - Knock Down)"	2	1716	616	11259	537	15045	9081	6947	15299	Home	Bedroom	Flipkart Perfect Homes	869	10	https://www.flipkart.com/flipkart-perfect-homes-opus-engineered-wood-queen-box-bed/p/itma84801566605f?pid=BDDFHB352KARHSCP&lid=LSTBDDFHB352KARHSCPFOEIXW&marketplace=FLIPKART&store=wwe&srno=b_1_7&otracker=hp_rich_navigation_5_1.navigationCard.RICH_NAVIGATION_Home~Bedroom%2BFurniture_8MDVJVQKUT46&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_5_L1_view-all&fm=organic&iid=ec212e83-1c87-4e80-b6d1-57628eb4dc46.BDDFHB352KARHSCP.SEARCH&ppt=hp&ppn=homepage&ssid=638eb6xqb40000001659078991992	8328	22793	1	4.75852794	4.731076537	92491	0.677480553
The Sleep Company SmartGRID Luxe 78x72 8 inch King High Density (HD) Foam Mattress (L x W: 78 inch x 72 inch)	1	4502	2636	9278	2061	12299	5320	6959	45900	Home	Bedroom	The Sleep Company	325	10	https://www.flipkart.com/sleep-company-smartgrid-luxe-78x72-8-inch-king-high-density-hd-foam-mattress/p/itm41a5c204322d5?pid=BEMFHS3E3FMXNZM6&lid=LSTBEMFHS3E3FMXNZM6NGAM5D&marketplace=FLIPKART&store=wwe&srno=b_1_16&otracker=hp_rich_navigation_5_1.navigationCard.RICH_NAVIGATION_Home~Bedroom%2BFurniture_8MDVJVQKUT46&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_5_L1_view-all&fm=organic&iid=en_bDgYxCbrS4%2FdVCAcyc8coF8B0URrBHPvGrlHM0Urn5r8xe4dP4Ky7zyZjljaEiW%2Bkz3usS0VWWzv7VGTcXkr6w%3D%3D&ppt=browse&ppn=browse	2883	44349	10	3.115512518	3.115512518	136522	1
SPRINGTEK Dreamer Orthopaedic Memory Foam Dual Comfort 6 inch King High Resilience (HR) Foam Mattress (L x W: 72 inch x 72 inch)	3	1703	2998	1149	1363	18005	3898	6345	21999	Home	Bedroom	SPRINGTEK	688	10	https://www.flipkart.com/springtek-dreamer-orthopaedic-memory-foam-dual-comfort-6-inch-king-high-resilience-hr-mattress/p/itmcdb43e9d37a77?pid=BEMF94GHEHTGKZZM&lid=LSTBEMF94GHEHTGKZZMXN2B1J&marketplace=FLIPKART&store=wwe&srno=b_1_18&otracker=hp_rich_navigation_5_1.navigationCard.RICH_NAVIGATION_Home~Bedroom%2BFurniture_8MDVJVQKUT46&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_5_L1_view-all&fm=organic&iid=ec212e83-1c87-4e80-b6d1-57628eb4dc46.BEMF94GHEHTGKZZM.SEARCH&ppt=browse&ppn=browse	9616	40952	5	3.874598145	3.789277141	108721	0.918243934
Centuary Mattresses Sleepables Multi Layered 6 inch King Pocket Spring Mattress (L x W: 72 inch x 72 inch)	3	6449	2791	8389	1787	9379	10961	6178	20724	Home	Bedroom	Centuary	81	10	https://www.flipkart.com/centuary-mattresses-sleepables-multi-layered-6-inch-king-pocket-spring-mattress/p/itm088aff69d5789?pid=BEMFZ8HQ8QSBMYQV&lid=LSTBEMFZ8HQ8QSBMYQV6EQIYQ&marketplace=FLIPKART&store=wwe&srno=b_1_28&otracker=hp_rich_navigation_5_1.navigationCard.RICH_NAVIGATION_Home~Bedroom%2BFurniture_8MDVJVQKUT46&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_5_L1_view-all&fm=organic&iid=en_bDgYxCbrS4%2FdVCAcyc8coF8B0URrBHPvGrlHM0Urn5oJ8kT73eySI95Qh7VJ2kQZj6Ap3t%2FwEIuV0j6OKVgg8w%3D%3D&ppt=browse&ppn=browse	12046	39607	9	3.983564328	3.983564328	118401	1
"Flipkart Perfect Homes Webster Engineered Wood TV Entertainment Unit (Finish Color - Walnut, Knock Down)"	3	7198	3039	3480	688	22485	10556	6093	20499	Home	Bedroom	Flipkart Perfect Homes	344	10	https://www.flipkart.com/flipkart-perfect-homes-webster-engineered-wood-tv-entertainment-unit/p/itmfy3jrakwwxjbb?pid=TVUFY3JPDNS9WMSE&lid=LSTTVUFY3JPDNS9WMSEKT1CJI&marketplace=FLIPKART&store=wwe&srno=b_1_35&otracker=hp_rich_navigation_5_1.navigationCard.RICH_NAVIGATION_Home~Bedroom%2BFurniture_8MDVJVQKUT46&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_5_L1_view-all&fm=organic&iid=ec212e83-1c87-4e80-b6d1-57628eb4dc46.TVUFY3JPDNS9WMSE.SEARCH&ppt=browse&ppn=browse	1953	18601	10	4.469589446	4.400711984	94946	0.847006138
SPRINGTEK Amaze Eco 4 inch Queen High Density (HD) Foam Mattress (L x W: 75 inch x 60 inch)	4	6912	530	11723	1481	7110	17813	7947	9499	Home	Bedroom	SPRINGTEK	544	10	https://www.flipkart.com/springtek-amaze-eco-4-inch-queen-high-density-hd-foam-mattress/p/itm0e6c341e8870a?pid=BEMFHRQ5GMNNYWUM&lid=LSTBEMFHRQ5GMNNYWUM2EHX60&marketplace=FLIPKART&store=wwe&srno=b_2_50&otracker=hp_rich_navigation_5_1.navigationCard.RICH_NAVIGATION_Home~Bedroom%2BFurniture_8MDVJVQKUT46&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_5_L1_view-all&fm=organic&iid=cd58750d-ee44-42f2-adfd-eb99098440da.BEMFHRQ5GMNNYWUM.SEARCH&ppt=browse&ppn=browse	6510	26158	1	4.782890757	4.770960635	96228	0.858442763
"Nilkamal Chester 24 Plastic Free Standing Chest of Drawers (Finish Color - Pink, DIY(Do-It-Yourself))"	2	3617	2495	4635	1312	24824	12634	281	2900	Home	Bedroom	Nilkamal	330	10	https://www.flipkart.com/nilkamal-chester-24-plastic-free-standing-chest-drawers/p/itm9f5d6d29add74?pid=CSDFJECG5XJT8SM5&lid=LSTCSDFJECG5XJT8SM5REKZQN&marketplace=FLIPKART&store=wwe&srno=b_2_62&otracker=hp_rich_navigation_5_1.navigationCard.RICH_NAVIGATION_Home~Bedroom%2BFurniture_8MDVJVQKUT46&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_5_L1_view-all&fm=organic&iid=cd58750d-ee44-42f2-adfd-eb99098440da.CSDFJECG5XJT8SM5.SEARCH&ppt=browse&ppn=browse	3295	25080	9	5.133022056	5.237409718	81412	0.72627034
"Pigeon Enjoy mop Mop, Bucket"	2	7320	2510	6344	1715	23097	17028	3999	1395	Home	Bath	Pigeon	326	10	https://www.flipkart.com/pigeon-enjoy-mop-mop-bucket/p/itmfdd440f34238e?pid=MOSEH8K7BDV7B244&lid=LSTMOSEH8K7BDV7B244APCP06&marketplace=FLIPKART&store=rja&srno=b_1_1&otracker=browse&fm=organic&iid=en_pdbuSdh9bldIJaxoUbiinoEs55GiUkz2OkgjbJZrvHdke8bGDQ1T5VtgqET7B%2F5GrvBDrWjKE2EUw7x0pCao2Q%3D%3D&ppt=browse&ppn=browse&ssid=f9ga7b56k00000001659080532637	6179	36431	3	5.080698466	5.093044468	106347	0.948713603
Nimwash Vegetable & Fruit Wash (1 L)	3	9808	1450	2146	378	9076	14846	3970	190	Home	Bath	Nimwash	953	10	https://www.flipkart.com/nimwash-vegetable-fruit-wash/p/itm68c291b0433cc?pid=APCFSK5ZSNTZSGSD&lid=LSTAPCFSK5ZSNTZSGSD5VZQHI&marketplace=FLIPKART&store=rja&srno=b_1_2&otracker=browse&fm=organic&iid=en_pdbuSdh9bldIJaxoUbiinoEs55GiUkz2OkgjbJZrvHexRUczuhR%2Fe44vkSUO7NYQ8eVr%2FLkkcEpf45sa813oWg%3D%3D&ppt=browse&ppn=browse&ssid=f9ga7b56k00000001659080532637	13032	38865	6	4.876235193	4.881059966	94720	0.844990009
"AMJ 8X8 (8"") Premium quality Stainless Steel UltraSlim Square Rain Shower Head with 15 inch square arm (Chrome)"	1	465	1837	2997	2232	16291	10274	8073	2499	Home	Bath	AMJ	578	10	https://www.flipkart.com/amj-8x8-8-premium-quality-stainless-steel-ultraslim-square-rain-shower-head-15-inch-arm/p/itm0dc499a4e846e?pid=SHSG7BBZREJBRHTZ&lid=LSTSHSG7BBZREJBRHTZVWRTEU&marketplace=FLIPKART&store=b8s%2Fecr&srno=b_1_1&otracker=browse&fm=organic&iid=en_fYki4Prdrug%2BVho6DIiUnoctZfkmkWMuhdykvsYFwfVZHYcnozL%2F1LJqAXpI7eAovpqb5Pg%2BR7HceHEY0va5eA%3D%3D&ppt=browse&ppn=browse&ssid=npyukhc74w0000001659080795455	11152	22679	4	4.996853662	5.05831995	79081	0.705475664
windowera NO DRILL REQUIRE / EASY STICK MIRROR / BATHROOM MIRROR Bathroom Mirror (Rectangle)	3	2731	205	6733	1625	1734	4679	2205	599	Home	Bath	windowera	322	10	https://www.flipkart.com/windowera-no-drill-require-easy-stick-mirror-bathroom/p/itm69ebdc737e19a?pid=MIRG5GCT38GTZHYZ&lid=LSTMIRG5GCT38GTZHYZAHLGYX&marketplace=FLIPKART&store=b8s%2Fecr&srno=b_1_22&otracker=browse&fm=organic&iid=3bfa442b-5837-4f09-abd1-71b085d9023f.MIRG5GCT38GTZHYZ.SEARCH&ppt=browse&ppn=browse&ssid=npyukhc74w0000001659080795455	5285	44673	5	4.233731565	3.875670942	70796	0.631565801
KAMAL Sink Spray Dixy - Wall Mounted Bib Tap Faucet (Wall Mount Installation Type)	2	9360	1822	10160	585	2866	5597	5637	1399	Home	Bath	KAMAL	263	10	https://www.flipkart.com/kamal-sink-spray-dixy-wall-mounted-bib-tap-faucet/p/itmehqwmyjydxakn?pid=FCEEHQWMXB8F5A8F&lid=LSTFCEEHQWMXB8F5A8FBKIPUO&marketplace=FLIPKART&store=b8s%2Fecr&srno=b_1_33&otracker=browse&fm=organic&iid=3bfa442b-5837-4f09-abd1-71b085d9023f.FCEEHQWMXB8F5A8F.SEARCH&ppt=browse&ppn=browse&ssid=npyukhc74w0000001659080795455	13060	34539	9	4.548389923	4.451293715	85297	0.760928133
iSTAR Round Napkin Ring/Towel Ring/Napkin Holder/Towel Hanger(Silver Chrome) - Pack of 1 Silver Towel Holder (Stainless Steel)	1	6423	3467	3467	2021	10701	15575	9802	699	Home	Bath	iSTAR	495	10	https://www.flipkart.com/istar-round-napkin-ring-towel-ring-napkin-holder-towel-hanger-silver-chrome-pack-1-silver-towel-holder/p/itm877d3be38ccb4?pid=TWHFMG8HAGVWFUYZ&lid=LSTTWHFMG8HAGVWFUYZD2CVXH&marketplace=FLIPKART&store=b8s%2Fecr&srno=b_1_34&otracker=browse&fm=organic&iid=3bfa442b-5837-4f09-abd1-71b085d9023f.TWHFMG8HAGVWFUYZ.SEARCH&ppt=browse&ppn=browse&ssid=npyukhc74w0000001659080795455	2667	26013	4	4.694111471	4.630757125	81334	0.725574508
"SOCHEP Stainless Steel Wall Shelf (Number of Shelves - 2, Black)"	3	8949	3873	2001	1058	15699	17549	72	1299	Home	Bath	SOCHEP	623	10	https://www.flipkart.com/sochep-stainless-steel-wall-shelf/p/itm44b37cbe48421?pid=RSFFZHD4JTGE5Y8Q&lid=LSTRSFFZHD4JTGE5Y8Q7HYY5G&marketplace=FLIPKART&store=b8s%2Fecr&srno=b_1_37&otracker=browse&fm=organic&iid=3bfa442b-5837-4f09-abd1-71b085d9023f.RSFFZHD4JTGE5Y8Q.SEARCH&ppt=browse&ppn=browse	2366	20955	0	4.956012876	5.002538821	74444	0.664109335
KAMAL Long Body Bib Cock - Vista Bib Tap Faucet (Wall Mount Installation Type)	2	9076	870	6240	815	19814	11175	1830	800	Home	Bath	KAMAL	839	10	https://www.flipkart.com/kamal-long-body-bib-cock-vista-tap-faucet/p/itmennbg7puhz8mg?pid=FCEENNBDNQEGRJ5U&lid=LSTFCEENNBDNQEGRJ5U1UMWYQ&marketplace=FLIPKART&store=b8s%2Fecr&spotlightTagId=BestvalueId_b8s%2Fecr&srno=b_1_38&otracker=browse&fm=organic&iid=3bfa442b-5837-4f09-abd1-71b085d9023f.FCEENNBDNQEGRJ5U.SEARCH&ppt=browse&ppn=browse	12759	40793	8	5.071700836	5.085793999	105019	0.936866614
KAMAL Sail (With Arm) - Set of 2 Shower Head	1	4659	794	3005	2135	5808	14332	7258	1000	Home	Bath	KAMAL	529	10	https://www.flipkart.com/kamal-sail-with-arm-set-2-shower-head/p/itmegwp6xmz8b5fr?pid=SHDEGWP67S4U9HQP&lid=LSTSHDEGWP67S4U9HQPOJC63T&marketplace=FLIPKART&store=b8s%2Fecr&srno=b_2_41&otracker=browse&fm=organic&iid=ddc59871-9590-4451-980a-763eea0d92fb.SHDEGWP67S4U9HQP.SEARCH&ppt=browse&ppn=browse	9296	22516	7	4.900101685	4.922903321	71339	0.636409863
Godrej Aer Smart Matic Alive Automatic Spray (225 ml)	3	3422	797	6335	707	23967	17512	7904	859	Home	Bath	Godrej	404	10	https://www.flipkart.com/godrej-aer-smart-matic-alive-automatic-spray/p/itm10438fedeca22?pid=AIRFMQ2GWEBKUST6&lid=LSTAIRFMQ2GWEBKUST6XUY25R&marketplace=FLIPKART&store=rja%2Fplv%2Fc7w&srno=b_1_1&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_5_L2_view-all&fm=organic&iid=en_UMVxhPY8PStZ5GPCAjTYnMbzICzdPWW1wnvlXvJwUC9XqdpLiqCnNmTaEoBC83xKkNmli3%2FQVViV%2BSDq0quhTQ%3D%3D&ppt=browse&ppn=browse&ssid=imv4748pzk0000001659081535736	6566	39075	8	5.364510821	5.385826918	107556	0.959499001
Craftwheel 69 WOODEN BROWN OM SATHIYA DESIGN 7 HOOKS Wood Key Holder (7 Hooks)	4	8891	1650	8218	1397	12839	17090	4520	699	Home	Decor	Craftwheel	628	10	https://www.flipkart.com/craftwheel-69-wooden-brown-om-sathiya-design-7-hooks-wood-key-holder/p/itm2b2f62c80eee3?pid=KHRG6HZJZGV6T39W&lid=LSTKHRG6HZJZGV6T39WRCPNGF&marketplace=FLIPKART&store=arb&srno=b_1_1&otracker=nmenu_sub_Home%20%26%20Furniture_0_Home%20Decor&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_6_L1_view-all&fm=organic&iid=en_GQcdkenYZmmrtaRxTwr%2FMu7UtYv8U%2FdOR8u5TEbpdy6wF5xTG0sP8RmjoHktOlIBOrsifgHa%2FNOJ41Usnxfu4Q%3D%3D&ppt=hp&ppn=homepage&ssid=v61y93ovr40000001659081661637	6042	22502	4	5.137055949	5.229651989	84480	0.753639737
"Bella vita organic Aroma Candles Pure Soy Wax 4 X 60g each, Vanilla, Cinnamon, Lavender & Rose, Candle (Multicolor, Pack of 4)"	1	2931	671	10563	1539	22794	12958	5355	499	Home	Decor	Bella	129	10	https://www.flipkart.com/bella-vita-organic-aroma-candles-pure-soy-wax-4-x-60g-each-vanilla-cinnamon-lavender-rose-candle/p/itm264c2dd14a7a9?pid=CANGFDYXSJGKGECH&lid=LSTCANGFDYXSJGKGECHZ8CJJE&marketplace=FLIPKART&store=arb&srno=b_1_2&otracker=nmenu_sub_Home%20%26%20Furniture_0_Home%20Decor&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_6_L1_view-all&fm=organic&iid=en_GQcdkenYZmmrtaRxTwr%2FMu7UtYv8U%2FdOR8u5TEbpdy4iw3mw84FzCKzIhB4ogkuz6x3g49PhHmNWi%2F6xqxAIIg%3D%3D&ppt=browse&ppn=browse&ssid=v61y93ovr40000001659081661637	6620	14690	9	5.606365503	5.926674116	78758	0.702594205
Flipkart SmartBuy Wall Stickers Wallpaper Happy Winter Trees and Frames Home DIY Self Adhesive Purple Extra Large Self Adhesive Sticker (Pack of 1)	3	9669	1039	7132	887	3323	9208	5997	999	Home	Decor	Flipkart SmartBuy	775	10	https://www.flipkart.com/flipkart-smartbuy-wall-stickers-wallpaper-happy-winter-trees-frames-home-diy-self-adhesive-purple-extra-large-sticker/p/itm39ca8efba5f62?pid=STIGYN7UX8XZF7MK&lid=LSTSTIGYN7UX8XZF7MKMRQXRL&marketplace=FLIPKART&store=arb&srno=b_1_3&otracker=nmenu_sub_Home%20%26%20Furniture_0_Home%20Decor&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_6_L1_view-all&fm=organic&iid=c2726160-c5f3-40d9-b6e9-b63da93550a1.STIGYN7UX8XZF7MK.SEARCH&ppt=browse&ppn=browse&ssid=v61y93ovr40000001659081661637	7401	36036	9	4.511110775	4.393816308	82475	0.735753283
Godrej Aer Morning Misty Meadows Spray (220 ml)	1	858	960	9356	546	6392	9810	1382	169	Home	Decor	Godrej Aer	664	10	https://www.flipkart.com/godrej-aer-morning-misty-meadows-spray/p/itmeuhazjwevh5je?pid=AIREUHAZV5GSU9XH&lid=LSTAIREUHAZV5GSU9XHJPQV6S&marketplace=GROCERY&store=arb&srno=b_1_4&otracker=nmenu_sub_Home%20%26%20Furniture_0_Home%20Decor&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_6_L1_view-all&fm=organic&iid=c2726160-c5f3-40d9-b6e9-b63da93550a1.AIREUHAZV5GSU9XH.SEARCH&ppt=browse&ppn=browse&ssid=v61y93ovr40000001659081661637	2381	36058	1	4.675232466	4.568966271	68577	0.611770268
"CAPIO ART GEOMETRIC multipurpose design Wood Key Holder (8 Hooks, Brown)"	4	6780	1394	4666	834	3074	7105	748	999	Home	Decor	CAPIO ART	859	10	https://www.flipkart.com/capio-art-geometric-multipurpose-design-wood-key-holder/p/itmd85a49324bec7?pid=KHRG7HFGHDWZWYJJ&lid=LSTKHRG7HFGHDWZWYJJDPA1Y3&marketplace=FLIPKART&store=arb&spotlightTagId=BestsellerId_arb&srno=b_1_5&otracker=nmenu_sub_Home%20%26%20Furniture_0_Home%20Decor&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_6_L1_view-all&fm=organic&iid=c2726160-c5f3-40d9-b6e9-b63da93550a1.KHRG7HFGHDWZWYJJ.SEARCH&ppt=browse&ppn=browse	6453	14626	6	4.743388366	4.604345448	47544	0.424136454
Flipkart SmartBuy Wall Stickers Wallpaper Pink Flowers Design for Bedroom Decoration Self Adhesive Extra Large Self Adhesive Sticker	4	485	3232	9542	1429	13094	10424	7687	999	Home	Decor	Flipkart SmartBuy	230	10	https://www.flipkart.com/flipkart-smartbuy-wall-stickers-wallpaper-pink-flowers-design-bedroom-decoration-self-adhesive-extra-large-sticker/p/itm6678706b15a4f?pid=STIGYN7U5ZEV4GTE&lid=LSTSTIGYN7U5ZEV4GTEQVCPBG&marketplace=FLIPKART&store=arb&srno=b_1_6&otracker=nmenu_sub_Home%20%26%20Furniture_0_Home%20Decor&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_6_L1_view-all&fm=organic&iid=c2726160-c5f3-40d9-b6e9-b63da93550a1.STIGYN7U5ZEV4GTE.SEARCH&ppt=browse&ppn=browse	12653	33573	7	4.863769323	4.866820202	93355	0.832812946
"Kadio Analog 20 cm X 20 cm Wall Clock (White, With Glass, Standard)"	3	5513	1237	4807	1013	11190	12234	3543	799	Home	Decor	Kadio	470	10	https://www.flipkart.com/kadio-analog-20-cm-x-wall-clock/p/itma4bede8bbe955?pid=WCKFHQHNZ6TNH3ZN&lid=LSTWCKFHQHNZ6TNH3ZNE7EDMI&marketplace=FLIPKART&store=arb&srno=b_1_11&otracker=nmenu_sub_Home%20%26%20Furniture_0_Home%20Decor&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_6_L1_view-all&fm=organic&iid=c2726160-c5f3-40d9-b6e9-b63da93550a1.WCKFHQHNZ6TNH3ZN.SEARCH&ppt=browse&ppn=browse	6988	27808	5	4.947239844	4.994960784	75607	0.674484371
"Dinine Craft Set of 4 Showpiece for Home Decor, Handicraft Showpiece for Table, office Decor, Small Statue of 4 Baby Monk Buddha"	4	1529	3716	2057	874	20900	14811	1268	999	Home	Decor	Dinine Craft	808	10	https://www.flipkart.com/dinine-craft-set-4-showpiece-home-decor-handicraft-table-office-small-statue-baby-monk-buddha-modern-interior-multi-color-decorative-cm/p/itmd22b42bd5e2f3?pid=SHIFYG8APACZRPM8&lid=LSTSHIFYG8APACZRPM8ZMOIDZ&marketplace=FLIPKART&store=arb&srno=b_1_23&otracker=nmenu_sub_Home%20%26%20Furniture_0_Home%20Decor&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_6_L1_view-all&fm=organic&iid=c2726160-c5f3-40d9-b6e9-b63da93550a1.SHIFYG8APACZRPM8.SEARCH&ppt=hp&ppn=homepage&ssid=v61y93ovr40000001659081661637	2551	34228	5	4.893324491	4.909129988	83746	0.747091778
"Titan Analog 32.5 cm X 32.5 cm Wall Clock (Brown, With Glass, Standard)"	4	9951	3201	7253	1654	5703	17075	5302	2295	Home	Decor	Titan	208	10	https://www.flipkart.com/titan-analog-32-5-cm-x-wall-clock/p/itm2b24e240b0ea8?pid=WCKFGGFKEURZ8V7Y&lid=LSTWCKFGGFKEURZ8V7YMYQWFG&marketplace=FLIPKART&store=arb&srno=b_1_28&otracker=nmenu_sub_Home%20%26%20Furniture_0_Home%20Decor&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_6_L1_view-all&fm=organic&iid=en_GQcdkenYZmmrtaRxTwr%2FMu7UtYv8U%2FdOR8u5TEbpdy7dofgBgVQX8zpRL4%2F0HheBCxp7lfyleiM8BDyZSG%2FwAw%3D%3D&ppt=browse&ppn=browse	13973	19330	1	4.941639754	4.970772345	85946	0.766717813
"Modern Home 100 Pk White Candle (White, Pack of 100)"	4	7492	3131	969	1154	24182	16354	4966	399	Home	Decor	Modern Home	773	10	https://www.flipkart.com/modern-home-100-pk-white-candle/p/itm2dc8a6c27faef?pid=CANG6YH5QZAAE8GZ&lid=LSTCANG6YH5QZAAE8GZFYKJ7P&marketplace=FLIPKART&store=arb&srno=b_2_46&otracker=nmenu_sub_Home%20%26%20Furniture_0_Home%20Decor&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_6_L1_view-all&fm=organic&iid=61f9601d-f216-47df-b210-30d81b0b8731.CANG6YH5QZAAE8GZ.SEARCH&ppt=browse&ppn=browse	9569	31355	2	5.201359017	5.243158671	100346	0.895179132
Pick Ur Needs 28 W Decorative B22 LED Bulb (White)	4	3958	645	11415	2293	23176	2825	2876	795	Home	Lightings	Pick Ur Needs	751	10	https://www.flipkart.com/pick-ur-needs-28-w-decorative-b22-led-bulb/p/itmbc11fb2d9f5fd?pid=BLBG8BAEZCFUDHHY&lid=LSTBLBG8BAEZCFUDHHY5NHFFB&marketplace=FLIPKART&store=jhg%2Fyqn&srno=b_1_1&otracker=hp_rich_navigation_9_1.navigationCard.RICH_NAVIGATION_Home~Lightings%2B%2526%2BElectricals_JNE8OUHG4OM3&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_9_L1_view-all&fm=organic&iid=en_XW4x6V5D6HB6Kr6t7GN4fP5v00lAY%2Fgj2rRfqAqwyro6AqTZGXBxISgrPC6sVFoZeD4NJtutHwhJAUlmtdKCKQ%3D%3D&ppt=hp&ppn=homepage&ssid=v31hsrunds0000001659082454681	12009	31301	3	5.044030147	5.088574315	92047	0.821144376
HALONIX 10 W Decorative E27 LED Bulb (Multicolor)	1	9257	2302	7751	1857	2307	13135	6004	999	Home	Lightings	HALONIX	881	10	https://www.flipkart.com/halonix-10-w-decorative-e27-led-bulb/p/itmaead5251fa4c7?pid=BLBFEREUMNFGHU7R&lid=LSTBLBFEREUMNFGHU7RUCFGPF&marketplace=FLIPKART&store=jhg%2Fyqn&srno=b_1_2&otracker=hp_rich_navigation_9_1.navigationCard.RICH_NAVIGATION_Home~Lightings%2B%2526%2BElectricals_JNE8OUHG4OM3&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_9_L1_view-all&fm=organic&iid=en_XW4x6V5D6HB6Kr6t7GN4fP5v00lAY%2Fgj2rRfqAqwyrrjKLecU6YmWCLh7d9wWvnpxdd3A5bwrCzcEArotBfKuA%3D%3D&ppt=hp&ppn=homepage&ssid=v31hsrunds0000001659082454681	13438	39557	5	4.462529077	4.406521494	97493	0.869727733
"Syska 9 W Round B22 LED Bulb (White, Pack of 6)"	1	2454	3385	3151	866	7066	12912	6669	2154	Home	Lightings	Syska	436	10	https://www.flipkart.com/syska-9-w-round-b22-led-bulb/p/itme6465044bdf19?pid=BLBFGS74GFTQENAF&lid=LSTBLBFGS74GFTQENAFMAP6OV&marketplace=FLIPKART&store=jhg%2Fyqn&srno=b_1_3&otracker=hp_rich_navigation_9_1.navigationCard.RICH_NAVIGATION_Home~Lightings%2B%2526%2BElectricals_JNE8OUHG4OM3&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_9_L1_view-all&fm=organic&iid=dbd24ceb-81f3-401d-9e56-11bd097936cb.BLBFGS74GFTQENAF.SEARCH&ppt=hp&ppn=homepage&ssid=v31hsrunds0000001659082454681	5794	37405	8	4.477670477	4.345832321	82300	0.734192121
"BRIGHT LIGHT ONLITE New 2in1 2 Mode Rechargeable Led Flashlight Torch 60W Emergency Torch (Black, 27 cm, Rechargeable)"	1	4358	3730	7685	2385	21113	8008	9513	3268	Home	Lightings	BRIGHT LIGHT ONLITE	869	10	https://www.flipkart.com/bright-light-onlite-new-2in1-2-mode-rechargeable-led-flashlight-torch-60w-emergency/p/itm632ca5f0158c2?pid=TOHFVWM7FHBWVFCB&lid=LSTTOHFVWM7FHBWVFCBVJCMP9&marketplace=FLIPKART&store=jhg%2Fyqn&srno=b_1_4&otracker=hp_rich_navigation_9_1.navigationCard.RICH_NAVIGATION_Home~Lightings%2B%2526%2BElectricals_JNE8OUHG4OM3&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_9_L1_view-all&fm=organic&iid=dbd24ceb-81f3-401d-9e56-11bd097936cb.TOHFVWM7FHBWVFCB.SEARCH&ppt=browse&ppn=browse	14049	10118	0	5.145943916	5.240446084	85096	0.759135027
